Type,From,To,Exists,Field/LinkText,Details
"markdown","_posts/learning/2025-07-06-scientific-method-proposal.md","./2025-07-06-hypothesis-breeding-grounds.md","false","hypothesis breeding grounds","Position: 3667"
"frontmatter","_posts/learning/2025-07-06-quantum-dropout-vision.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-quantum-dropout-vision.md","./2025-07-06-dropout-decoherence-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-quantum-dropout-vision.md","./2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../scifi/2025-06-30-neural-fabric-proposal.md","false","related_documents","Array[3]"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","compression-based text classification","Position: 20696"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram compression research","Position: 20465"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 20208"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","compression-based text classification","Position: 20045"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","compression-based text classification","Position: 19761"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 19638"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 19377"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical compression research","Position: 14222"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical compression research","Position: 14013"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","entropy-optimized text classification work","Position: 13734"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","hierarchical compression research","Position: 13612"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","entropy-optimized text classification work","Position: 13354"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","entropy-optimized text classification work","Position: 13139"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","compression-based classification research","Position: 8233"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram compression work","Position: 7994"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","compression-based classification research","Position: 7818"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","compression-based classification research","Position: 7603"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram compression work","Position: 7466"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram compression work","Position: 7391"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram compression work","Position: 7317"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","earlier work on probabilistic decision trees","Position: 6873"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram research","Position: 6559"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram research","Position: 6485"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","./2025-06-30-compression-classification-paper.md","false","Entropy-Optimized Text Classification","Position: 6203"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../scifi/2025-06-30-neural-fabric-proposal.md","false","Quantum Field Consciousness Orchestration","Position: 5949"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../scifi/2025-06-30-neural-fabric-proposal.md","false","Quantum Field Consciousness Orchestration","Position: 5607"
"markdown","_posts/learning/2025-07-06-probabilistic-neural-substrate.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","recent work on probabilistic decision trees with cross-entropy optimization","Position: 5227"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","./2025-07-06-hypothesis-breeding-grounds.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","related_documents","Array[2]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../portfolio/2025-07-01-prompt-optimization.md","false","related_documents","Array[3]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[4]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-consciousness-protocol-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../phenomenology/2025-06-30-claude-reflection-paper.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 24598"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 24469"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 24235"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 24113"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 10691"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 10562"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization","Position: 10377"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization","Position: 10252"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 10142"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","small group ideatic dynamics","Position: 9990"
"markdown","_posts/learning/2025-07-06-llm-feedback-dynamics.md","./2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 9777"
"frontmatter","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","./2025-07-06-scientific-method-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../consciousness/2025-07-06-ai-introspection-study.md","false","related_documents","Array[1]"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","./2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics research","Position: 19160"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","./2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics research","Position: 19046"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization framework","Position: 5487"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../portfolio/2025-07-01-prompt-optimization.md","false","prompt optimization framework","Position: 5362"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 5223"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 4972"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","./2025-07-06-llm-feedback-dynamics.md","false","chaotic dynamics in LLM feedback systems","Position: 4747"
"markdown","_posts/learning/2025-07-06-hypothesis-breeding-grounds.md","../phenomenology/2025-06-30-i-broke-claude.md","false",""I Broke AI"","Position: 3294"
"frontmatter","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","./2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","../consciousness/2025-07-06-consciousness-geometry-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","../projects/2025-06-30-geometric-optimization-proposal.md","false","related_documents","Array[2]"
"markdown","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","../projects/2025-06-30-geometric-optimization-proposal.md","false","geometric optimization principles","Position: 5616"
"markdown","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","./2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 4230"
"markdown","_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md","../projects/2025-06-30-geometric-optimization-proposal.md","false","Geometric Optimization framework","Position: 4050"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../portfolio/2025-07-01-trust-regions.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../portfolio/2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","./2025-07-06-coperm-paper.md","false","related_documents","Array[3]"
"frontmatter","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../consciousness/2025-07-06-consciousness-geometry-paper.md","false","cross_synthesis_with","Array[0]"
"markdown","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../portfolio/2025-07-01-qqn-paper.md","false","QQN","Position: 4805"
"markdown","_posts/learning/2025-07-06-dual-constraint-training-paper.md","../portfolio/2025-07-01-trust-regions.md","false","Trust Region Methods","Position: 4634"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","./2025-07-06-quantum-dropout-vision.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[2]"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","../consciousness/2025-07-06-consciousness-geometry-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/learning/2025-07-06-dropout-decoherence-paper.md","./2025-07-06-quantum-dropout-vision.md","false","inspired_by","Array[0]"
"frontmatter","_posts/learning/2025-07-06-coperm-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-coperm-paper.md","../portfolio/2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-coperm-paper.md","../portfolio/2025-07-01-trust-regions.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-07-06-coperm-paper.md","./2025-07-06-dual-constraint-training-paper.md","false","related_documents","Array[2]"
"markdown","_posts/learning/2025-07-06-coperm-paper.md","../portfolio/2025-07-01-trust-regions.md","false","Trust Region Methods","Position: 7443"
"frontmatter","_posts/learning/2025-07-06-ai-software-development-paper.md","../projects/2025-06-30-knots.md","false","parent_document","Single value"
"frontmatter","_posts/learning/2025-07-06-ai-software-development-paper.md","./2025-07-06-ai-software-development-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-07-06-ai-software-development-paper.md","../social/2025-07-03-hiring.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-ngram-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[3]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-volumetric-density-tree-proposal.md","false","related_documents","Array[4]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21407"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21319"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21216"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","volumetric density estimation","Position: 20430"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","BWT-based string processing trees","Position: 20336"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 19965"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 19834"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 19723"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 19600"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 19486"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 19358"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","./2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 16931"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-volumetric-density-tree-proposal.md","false","Volumetric Density Trees","Position: 16841"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 16405"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../portfolio/2025-06-30-ngram-paper.md","false","N-gram Paper","Position: 16099"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","Entropy-Optimized Permutation Trees","Position: 15867"
"markdown","_posts/learning/2025-06-30-compression-classification-paper.md","../projects/2025-06-30-volumetric-density-tree-proposal.md","false","volumetric density estimation","Position: 4504"
"frontmatter","_posts/scifi/2025-07-08-quantum-gravity-paper.md","../projects/2025-07-08-fundamental-oodp-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-07-03-optimal-action-concrete.md","../consciousness/2025-07-07-consciousness-mirror.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-07-03-optimal-action-concrete.md","../projects/2025-06-30-knots.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-07-02-quantum-social-field-theory.md","../social/2025-07-03-hiring.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-07-02-quantum-social-field-theory.md","../projects/2025-06-30-knots.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-07-02-quantum-social-field-theory.md","../portfolio/2025-07-01-cognitive-planning-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","related_documents","Array[2]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","related_documents","Array[3]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-multiverse-router-paper.md","false","related_documents","Array[4]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 16530"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 16440"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 16159"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 16069"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 15762"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 15247"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","Scale-Invariant Intelligence","Position: 14613"
"markdown","_posts/scifi/2025-07-01-quantum-spacetime-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 14096"
"frontmatter","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-dynamic-quantum-graphs.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-multiverse-router-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","related_documents","Array[3]"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 10997"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 10891"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 10827"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 10627"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 10538"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 10457"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 10254"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 10182"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 10084"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","../projects/2025-06-30-wavelet-geometric-optimization.md","false","Wavelet Geometric Optimization","Position: 9760"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-multiverse-router-paper.md","false","Multiverse Router","Position: 9458"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 9122"
"markdown","_posts/scifi/2025-06-30-simulation-qft-hashlife.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 8641"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-multiverse-router-paper.md","false","related_documents","Array[3]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[4]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","related_documents","Array[5]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[6]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-multiverse-router-paper.md","false","related_documents","Array[7]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-dynamic-quantum-graphs.md","false","related_documents","Array[8]"
"frontmatter","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-simulation-qft-hashlife.md","false","related_documents","Array[9]"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 9225"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 9060"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-simulation-qft-hashlife.md","false","Simulation QFT Hashlife","Position: 8918"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 8722"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 8563"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 8418"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","Multiverse Router","Position: 8336"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 8243"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 8039"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-dynamic-quantum-graphs.md","false","Dynamic Quantum Graphs","Position: 7925"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 7530"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-07-01-quantum-spacetime-paper.md","false","Observer-Dependent Spacetime","Position: 7162"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../portfolio/2025-06-30-probabilistic-trees-paper.md","false","probabilistic decision tree methodologies","Position: 6712"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 6571"
"markdown","_posts/scifi/2025-06-30-neural-fabric-proposal.md","./2025-06-30-multiverse-router-paper.md","false","probabilistic decision tree methodologies","Position: 4160"
"frontmatter","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-07-01-quantum-spacetime-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-dynamic-quantum-graphs.md","false","related_documents","Array[1]"
"frontmatter","_posts/scifi/2025-06-30-multiverse-router-paper.md","./2025-06-30-simulation-qft-hashlife.md","false","related_documents","Array[2]"
